id,cg_identifier,title,activity_status,last_updated,cg_activity_hierarchy,iati_identifier,act_date_start_planned,act_date_start_actual,act_date_end_planned,act_date_end_actual,contact_id,contact_tmp,reporting_org,reporting_org_type,reporting_org_tmp,reporting_org_type_tmp,participating_org,participating_org_type,participating_org_role,participating_org_tmp,participating_org_type_tmp,participating_org_role_tmp,description,budget_period_start,budget_period_end,budget_value,budget_value_currency,budget_value_date,budget_collaboration_type,cg_program,cg_program_tmp,cg_slo,cg_slo_tmp,cg_ido,cg_ido_tmp,cg_crp_ido,cg_crp_ido_tmp,cg_technology,cg_technology_tmp,cg_commodity,cg_commodity_tmp,document_url,project_website,cg_source,cg_remarks,cg_internal_status,cg_completeness
111,CRP2_ICRISAT_Act32,,2,2014-01-24,103,,2012-08-01,,2014-12-01,,6929|10812|11119|11840,Jupiter Ndjeunga|Alastair Orr|P Parthasarathy Rao,,21,International Crops Research Institute for the Semi-Arid Tropics (ICRISAT),International NGO (21),,,,"Mahatma Phule Krishi Vidyapeeth (MPKV) Rahuri|Marathwada Agricultural University (MAU) Parbhani|Rajasthan Agricultural University (RAU)|Gujarat Agricultural University|Haryana Agricultural University|University of Agricultural Sciences Dharwad|NARS (Ethiopia Institute of Agricul)tural Research|Institut d’ Economie Rurale|Department of Research and Development and East African Grain Council (EAGC), Kenya Agricultural Research Institute (KARI)|Institute for Agricultural Research (IAR)|Institut National de Recherche en Agriculture du Niger|Institut d’ Economie Rurale, Mali (IER)",,,"Underdeveloped input and output markets and weak value chains reduce competitiveness of dryland cereals (sorghum, pearl millet and finger millet) and legumes (pigeon pea, chickpea and groundnut) relative to fine cereals, high value crops (cotton. Sugarcane etc) and undermine adoption of new cultivars and technologies (fertilizers etc). Market access is particularly important for wider adoption of new technologies of dryland cereals and legumes. Value chain interventions and institutional innovations in marketing will improve not only access to markets, but also access to quality inputs/outputs, technology, information and services. Specifically, the research activity will focus on understanding the structure, conduct and performance of selected value chains (pearl millet, sorghum, groundnut, pigeon pea and chickpea), identifying up-grading options and piloting institutional innovations in selected sites and countries. Some of the existing institutional innovations and opportunities for value chain interventions in the production, processing and marketing sub-sectors that have potential in involving smallholder farmers of dryland cereals and legumes will be reviewed and their potential for scaling-up assessed. Business models requiring both public-private sector investments in up-gradation of value chain interventions, development of value added products (through post-harvest processing) will be assessed. The findings of the research activity and its process will be documented and will be part of web clearing house, i.e., activity 65 under 3.1 of CRP 2. This will aid in evidence based policy advice to enhance the incomes of the smallholder farmers through market led interventions.",,,977272,,,2,CRP-2,CRP 2,to_update,,CG-IDO-08,,CRP2-IDO-05,,53|52,Economic and policy technology|Educational technology,,sorghum|pearl millet|finger millet|pigeon pea|chickpea|groundnut,,ICRISAT - Work plan (Annex 2 PPA),"ICRISAT - Work plan (Annex 2 PPA)| Pascale Sabbagh (IFPRI), geocoded by DG - IFPRI_CRP2 geoANDanalysis_final.xlsx",Linking small producers to markets(theme);Innovations across the Value Chain-3.1(st);3.1.1(op),0,
92,CRP2_IFPRI_Act69,,2,2014-01-24,103,,2010-06-01,,2014-12-01,,5556,JOHN HODDINOTT,,21,International Food Policy Research Institute (IFPRI),International NGO (21),,,,"Institute of Development Studies, University of Sussex|Makerere University|Mekelle University|Addis Ababa University|ICDDR|BRAC|Government of Bangladesh|Government of Ethiopia|InterAmerican Development Bank|FAO|UNICEF|USAID|World Bank|World Food Programme",,,"We will use extant and newly collected primary survey data collected by IFPRI to answer questions related to the impact of social protection programs and insurance products on food security, poverty, agriculture and the creation and accumulation of assets at the individual, household and community level. This research will pay particular attention to the role of gender in these impact pathways. We follow the CRP2 document in defining assets broadly so as to include land, productive agricultural and business assets, education (both pre- and in-school), nutrition and social capital.",,,3854816,,,2,CRP-2,CRP 2,to_update,,CG-IDO-08,,CRP2-IDO-06,,,Educational technology,,"",,IFPRI - Work plan (Annex 2 PPA),"IFPRI - Work plan (Annex 2 PPA)| Pascale Sabbagh (IFPRI), geocoded by DG - IFPRI_CRP2 geoANDanalysis_final.xlsx",(theme);Social Protection Policies-1.4(st);1.4.1|1.4.2|1.4.3|1.4.4(op),0,
94,CRP2_IFPRI_Act76,,3,2014-01-24,103,,2012-08-01,,2014-12-01,,8262|14265,Teunis van Rheenen|Athur Mabiso,,21,International Food Policy Research Institute (IFPRI),International NGO (21),,,,Agriculture Sector Coordinating Unit – Ministry of Agriculture in Kenya|University of Nairobi|International Livestock Research Institute|International Institute of Tropical Agriculture|Indonesian Center for Agriculture Socio Economic and Policy Studies (ICASEPS),,,"The development landscape is dominated by partnerships, alliances and networks. This proposed research activity will analyze partnerships in food policy research to gain insight into “what works” and “what does not work” in linking research to policy through partnerships. This will help optimize comparative advantages of multiple research-policy partners in consortia with the CRPs to effectively reduce poverty and increase food security. The proposed research activity addresses the following questions:
1. What types of partnerships exist that pertain to food policy research and development? 2. What indicators are most relevant to qualify the emergence and success of different
partnerships?",,,656211,,,2,CRP-2,CRP 2,to_update,,CG-IDO-08,,CRP2-IDO-04,,52,Economic and policy technology,,"",,IFPRI - Work plan (Annex 2 PPA),"IFPRI - Work plan (Annex 2 PPA)| Pascale Sabbagh (IFPRI), geocoded by DG - IFPRI_CRP2 geoANDanalysis_final.xlsx",Inclusive Governance and Institutions(theme);Policy Processes-2.1(st);2.1.1(op),0,
66,CRP2_IFPRI_Act35,,2,2014-01-24,103,,2012-03-01,,2014-12-01,,15078,Xiaobo Zhang,,21,International Food Policy Research Institute (IFPRI),International NGO (21),,,,"Research on Poverty Alleviation (REPOA)|Centre for Agricultural Research and Development (CARD), Bunda College of
Agriculture, University of Malawi|Centre for Economic Studies and Management (CEEG), Universidade Eduardo
Mondlane|ReSAKSS|Malawi Strategy Support Program of IFPRI|Mozambique Strategy Support Program of IFPRI|Michigan State University|Addis Ababa University|Ethiopian Development Research Institute (EDRI)|Peking University, China|China Academy of Social Sciences",,,"This activity consists of three studies: The first study will look at how foreign exchange rate and trade policies affect agricultural growth and rural households in selected African countries. The second study will focus on how population growth is influencing the evolution of rural population density and farm sizes in Africa, and what implications this has for poverty reduction strategies. With the increasingly important role of China in the world economy, the third study will measure the impact of China’s demographic change, including aging and sex ratio imbalance, on food supply and demand in China as well as impact on other countries, , particularly for the agricultural growth opportunities in African and Asian developing countries",,,714776,,,2,CRP-2,CRP 2,to_update,,CG-IDO-08,,CRP2-IDO-02,,52,Economic and policy technology,,"",,IFPRI - Work plan (Annex 2 PPA),"IFPRI - Work plan (Annex 2 PPA)| Pascale Sabbagh (IFPRI), geocoded by DG - IFPRI_CRP2 geoANDanalysis_final.xlsx","Effective Policies and Strategic Investments(theme);Macroeconomic, Trade, and Investment Policies-1.2(st);1.2.1(op)",0,
63,CRP4_63,Fruiting Africa,2,2014-01-24,103,,2013-01-01,,2013-12-01,,6608|7236,Ramni Jamnadass|Katja Kehlenbeck,,21,WORLD AGROFORESTRY,International NGO (21),,,,"",,,"",,,200000,,,2,CRP-4,CRP 4,CG-SLO-3,,CRP4-IDO-01,,CG-IDO-03,,13,Plant breeding technology,,"",,A4NH_where we work (updated 2013),"A4NH_where we work (updated 2013)|Amanda Wyatt (IFPRI)|DG_CRP4_activity analysis.xlsx,DG_CRP4 geocoding.xlsx(DG)",Nutrition Sensitive Value Chains(theme),0,
84,CRP2_IFPRI_Act59,,2,2014-01-24,103,,2012-03-01,,2014-12-01,,8678|13928,Carlos Martins-Filho|Maximo Torero,,21,International Food Policy Research Institute (IFPRI),International NGO (21),,,,FAO|WFP|UNACTAD|World Bank|IFAD|OECD|RESAKS,,,"This proposal tries to systematically look in detail into the price transmission mechanism from world markets to local markets for different types of countries to better understand the net effects over the poor. With this purpose in mind we propose to develop a typology of countries by the different levels of price transmission and the specific commodities that affect their local markets. This will allow contributing significantly to the G20 Agricultural Market Information Systems (AMIS) to identify clearly the effects from international food prices to local prices across regions of the world. In addition, the proposal will look to price transmission within countries.",,,543165,,,2,CRP-2,CRP 2,to_update,,CG-IDO-08,,CRP2-IDO-02,,52,Economic and policy technology,,"",,IFPRI - Work plan (Annex 2 PPA),"IFPRI - Work plan (Annex 2 PPA)| Pascale Sabbagh (IFPRI), geocoded by DG - IFPRI_CRP2 geoANDanalysis_final.xlsx","(theme);Macroeconomic, Trade, and Investment Policies-1.2(st);1.2.3(op)",0,
90,CRP2_IFPRI_Act66,,2,2014-01-24,103,,2012-04-01,,2013-12-01,,3397|13928,Alan de Brauw|Maximo Torero,,21,International Food Policy Research Institute (IFPRI),International NGO (21),,,,CIAT|CIP|ILRI,,,"Establishing competitive and efficient markets is a central challenge to achieving economic growth. Constraints such as market power, transaction costs, incentive problems, several sources of risk, and credit problems can hinder the development of high value agricultural markets as well as markets for staple crops. This research will develop impact evaluation guidelines and techniques to isolate impact pathways for value chains, defined here as marketed agricultural products, focusing on a common set of outcome measures.",,,1168165,,,2,CRP-2,CRP 2,to_update,,CG-IDO-08,,CRP2-IDO-05,,52,Economic and policy technology|Educational technology,,"",,IFPRI - Work plan (Annex 2 PPA),"IFPRI - Work plan (Annex 2 PPA)| Pascale Sabbagh (IFPRI), geocoded by DG - IFPRI_CRP2 geoANDanalysis_final.xlsx",(theme);Impact of Upgrading Value Chains-3.2(st);3.2.1(op),0,
19,CRP4_19,Promotion of cost-effective diagnostic assays for aflatoxin detection in groundnuts and aflatoxin exposure in humans,2,2014-01-24,103,,2012-01-01,,2014-12-01,,5069,CLL Gowda,,21,ICRISAT,International NGO (21),,,,"",,,Promotion of Cost-Effective Diagnostic Assays for Aflatoxin Detection in Groundnuts and Aflatoxin Exposure in Humans will develop tools to estimate aflatoxins and train research and technical staff from NARS to use these tools to help create awareness among key actors along the groundnut value chain of the tools available for aflatoxin detection.,,,787500,,,2,CRP-4,CRP 4,CG-SLO-3,,CRP4-IDO-02,,,,53|127,Educational technology|Aflatoxins related postharvest technology,,groundnut,,A4NH_where we work (updated 2013),"A4NH_where we work (updated 2013)|Amanda Wyatt (IFPRI)|DG_CRP4_activity analysis.xlsx,DG_CRP4 geocoding.xlsx(DG)",Agriculture Associated Diseases(theme),0,
47,CRP4_47,"Development and Commercialization of Biological Control of Aflatoxins in Nigeria and Kenya
",2,2014-01-24,103,,2012-06-01,,2013-12-01,,9610,Charity Mutegi,,21,IITA,International NGO (21),,,,N/A,,,"",,,500000,,,2,CRP-4,CRP 4,CG-SLO-3,,CRP4-IDO-02,,,,128,Aflasafe,,"",,A4NH_where we work (updated 2013),"A4NH_where we work (updated 2013)|Amanda Wyatt (IFPRI)|DG_CRP4_activity analysis.xlsx,DG_CRP4 geocoding.xlsx(DG)",Agriculture Associated Diseases(theme),0,
49,CRP4_49,"Mycotoxin contamination in Rwanda:quantifying the problem in maize and cassava in households and markets, and sensitization of targeted stakeholders based on a cost-benefit analysis
 ",2,2014-01-24,103,,2013-01-01,,2013-12-01,,1678,Fen Beed,,21,IITA,International NGO (21),,,,N/A,,,"",,,276000,,,2,CRP-4,CRP 4,CG-SLO-3,,CRP4-IDO-02,,,,52,Economic and policy technology,,maize|cassava,,A4NH_where we work (updated 2013),"A4NH_where we work (updated 2013)|Amanda Wyatt (IFPRI)|DG_CRP4_activity analysis.xlsx,DG_CRP4 geocoding.xlsx(DG)",Agriculture Associated Diseases(theme),0,
50,CRP4_50, Agro-Eco-Health Activities for controlling Buruli Ulcer (BU) and Malaria diseases in the West and Central African Regions,2,2014-01-24,103,,2012-06-01,,2016-05-01,,3728,Rousseau DJOUAKA,,21,IITA,International NGO (21),,,,Not Applicable,,,"",,,520000,,,2,CRP-4,CRP 4,CG-SLO-3,,CRP4-IDO-02,,,,52,Economic and policy technology,,"",,A4NH_where we work (updated 2013),"A4NH_where we work (updated 2013)|Amanda Wyatt (IFPRI)|DG_CRP4_activity analysis.xlsx,DG_CRP4 geocoding.xlsx(DG)",Agriculture Associated Diseases(theme),0,
15,CRP4_15,Partnership-based Genetic Enhancement of Pearl Millet for High Grain Iron Density for Improved Human Nutrition in India,2,2014-01-24,103,,2009-01-01,,2013-12-01,,11730,KN Rai,,21,ICRISAT,International NGO (21),,,,"",,,"",,,,,,2,CRP-4,CRP 4,CG-SLO-3,,CRP4-IDO-01,,CG-IDO-03,,6,High iron pearl millet,,pearl millet,,A4NH_where we work (updated 2013),"A4NH_where we work (updated 2013)|Amanda Wyatt (IFPRI)|DG_CRP4_activity analysis.xlsx,DG_CRP4 geocoding.xlsx(DG)",Biofortification(theme),0,
27,CRP4_27,Alive & Thrive,2,2014-01-24,103,,2008-12-01,,2014-12-01,,8977,Purnima Menon,,21,IFPRI,International NGO (21),,,,None,,,"",,,,,,2,CRP-4,CRP 4,CG-SLO-3,,CRP4-IDO-04,,CG-IDO-08,,,"",,"",,A4NH_where we work (updated 2013),"A4NH_where we work (updated 2013)|Amanda Wyatt (IFPRI)|DG_CRP4_activity analysis.xlsx,DG_CRP4 geocoding.xlsx(DG)",Integrated Programs and Policies(theme),0,
31,CRP4_31,Strengthening and evaluating HKIÔøΩs homestead food production program in Burkina Faso,2,2014-01-24,103,,2009-07-01,,2014-06-01,,10665,Deanna Olney,,21,IFPRI,International NGO (21),,,,"",,,"",,,,,,2,CRP-4,CRP 4,CG-SLO-3,,CRP4-IDO-04,,CG-IDO-08,,53,Educational technology,,"",,A4NH_where we work (updated 2013),"A4NH_where we work (updated 2013)|Amanda Wyatt (IFPRI)|DG_CRP4_activity analysis.xlsx,DG_CRP4 geocoding.xlsx(DG)",Integrated Programs and Policies(theme),0,
5,CRP4_5,Improving nutritional health of women and children through increased utilization of local agrobiodiversity in Kenya (INULA),2,2014-01-24,103,,2012-04-01,,2014-03-01,,7226,Gudrun Keding,,21,BIOVERSITY,International NGO (21),,,,"",,,"",,,332757,,,2,CRP-4,CRP 4,CG-SLO-3,,CRP4-IDO-01,,CG-IDO-03,,49,Conservation agriculture technology,,"",,A4NH_where we work (updated 2013),"A4NH_where we work (updated 2013)|Amanda Wyatt (IFPRI)|DG_CRP4_activity analysis.xlsx,DG_CRP4 geocoding.xlsx(DG)",Nutrition Sensitive Value Chains(theme),0,
23,CRP4_23,Typology to Prioritize Value Chain Interventions,2,2014-01-24,103,,2012-01-01,,2013-12-01,,,Laurian Unnevehr,,21,IFPRI,International NGO (21),,,,"",,,"",,,,,,2,CRP-4,CRP 4,CG-SLO-3,,CRP4-IDO-01,,CG-IDO-03,,52,Economic and policy technology,,"",,A4NH_where we work (updated 2013),"A4NH_where we work (updated 2013)|Amanda Wyatt (IFPRI)|DG_CRP4_activity analysis.xlsx,DG_CRP4 geocoding.xlsx(DG)",Nutrition Sensitive Value Chains(theme),0,
24,CRP4_24,Addressing Barriers to Nutrition in Value Chains,2,2014-01-24,103,,2012-01-01,,2014-12-01,,,Laurian Unnevehr,,21,IFPRI,International NGO (21),,,,ILRI|WorldFish|CIP|ICRAF|AVRDC,,,"",,,,,,2,CRP-4,CRP 4,CG-SLO-3,,CRP4-IDO-01,,CG-IDO-03,,52,Economic and policy technology,,"",,A4NH_where we work (updated 2013),"A4NH_where we work (updated 2013)|Amanda Wyatt (IFPRI)|DG_CRP4_activity analysis.xlsx,DG_CRP4 geocoding.xlsx(DG)",Nutrition Sensitive Value Chains(theme),0,
30,CRP4_30,"Research and capacity strengthening on food and nutrition security, agriculture-nutrition linkages, and value chains from nutrition and food safety perspective in Central Asia",2,2014-01-24,103,,2013-08-01,,2015-12-01,,566,Kamiljon Akramov,,21,IFPRI,International NGO (21),,,,"",,,"",,,,,,2,CRP-4,CRP 4,CG-SLO-3,,CRP4-IDO-04,,CG-IDO-08,,53,Educational technology,,"",,A4NH_where we work (updated 2013),"A4NH_where we work (updated 2013)|Amanda Wyatt (IFPRI)|DG_CRP4_activity analysis.xlsx,DG_CRP4 geocoding.xlsx(DG)",Integrated Programs and Policies(theme),0,
60,CRP4_60,,2,2014-01-24,103,,2013-06-01,,2014-07-01,,,Srivardhini K Jha,,70,Srivardhini K Jha,Private Sector (70),,,,"",,,"",,,70000,,,2,CRP-4,CRP 4,CG-SLO-3,,CRP4-IDO-01,,CG-IDO-03,,,"",,"",,A4NH_where we work (updated 2013),"A4NH_where we work (updated 2013)|Amanda Wyatt (IFPRI)|DG_CRP4_activity analysis.xlsx,DG_CRP4 geocoding.xlsx(DG)",Nutrition Sensitive Value Chains(theme),0,
51,CRP4_51,Enhanced adoption of harmonized standards in Eastern and Central Africa,2,2014-01-24,103,,2012-12-01,,2013-10-01,,78,Adebayo Abass,,21,IITA,International NGO (21),,,,N/A,,,"",,,,,,2,CRP-4,CRP 4,CG-SLO-3,,CRP4-IDO-01,,CG-IDO-03,,52,Economic and policy technology,,"",,A4NH_where we work (updated 2013),"A4NH_where we work (updated 2013)|Amanda Wyatt (IFPRI)|DG_CRP4_activity analysis.xlsx,DG_CRP4 geocoding.xlsx(DG)",Nutrition Sensitive Value Chains(theme),0,
48,CRP4_48,"1. Development and Commercialization of Biological Control of Aflatoxins in Nigeria and Kenya
2. Area wide Efficacy Tests of Aflasafe SN01 in Senegal 
3. Biological Control of Aflatoxins in maize for Enhanced Food Safety and Income in Burkina Faso.
",2,2014-01-24,103,,2012-06-01,,2013-12-01,,1247|1539,Ranajit Bandyopadhyay|Joseph Atehnkeng,,21,IITA,International NGO (21),,,,"",,,"",,,1184414,,,2,CRP-4,CRP 4,CG-SLO-3,,CRP4-IDO-02,,,,128|127,Aflatoxins related postharvest technology|Aflasafe,,maize,,A4NH_where we work (updated 2013),"A4NH_where we work (updated 2013)|Amanda Wyatt (IFPRI)|DG_CRP4_activity analysis.xlsx,DG_CRP4 geocoding.xlsx(DG)",Agriculture Associated Diseases(theme),0,
32,CRP4_32,"Research and capacity strengthening on food and nutrition security, agriculture-nutrition linkages, and value chains from nutrition and food safety perspective in Central Asia",2,2014-01-24,103,,2013-08-01,,2015-12-01,,566,Kamiljon Akramov,,21,IFPRI,International NGO (21),,,,"",,,"",,,,,,2,CRP-4,CRP 4,CG-SLO-3,,CRP4-IDO-04,,CG-IDO-08,,53,Educational technology,,"",,A4NH_where we work (updated 2013),"A4NH_where we work (updated 2013)|Amanda Wyatt (IFPRI)|DG_CRP4_activity analysis.xlsx,DG_CRP4 geocoding.xlsx(DG)",Integrated Programs and Policies(theme),0,
20,CRP4_20,Integrated pre and post-harvest management strategies to mitigate aflatoxin contamination,2,2014-01-24,103,,2012-01-01,,2014-12-01,,5069,CLL Gowda,,21,ICRISAT,International NGO (21),,,,"",,,"Integrated Pre- and Post-Harvest Management Strategies to Mitigate Aflatoxin Contamination will develop on-farm tools, test best-bet technologies, then train farmers to use these technologies to manage aflatoxin contamination.",,,787500,,,2,CRP-4,CRP 4,CG-SLO-3,,CRP4-IDO-02,,,,127,Aflatoxins related postharvest technology,,groundnut,,A4NH_where we work (updated 2013),"A4NH_where we work (updated 2013)|Amanda Wyatt (IFPRI)|DG_CRP4_activity analysis.xlsx,DG_CRP4 geocoding.xlsx(DG)",Agriculture Associated Diseases(theme),0,
21,CRP4_21,Development of a database of aflatoxin prevalence along the groundnut value chain and capacity building of stakeholders,2,2014-01-24,103,,2012-01-01,,2014-12-01,,5069,CLL Gowda,,21,ICRISAT,International NGO (21),,,,"",,,As part of Development of a Database of Aflatoxin Prevalence along the Groundnut Value Chain and Capacity Building of Stakeholders value chains will be mapped and value chain actors trained in best-bet mitigation strategies.,,,787500,,,2,CRP-4,CRP 4,CG-SLO-3,,CRP4-IDO-02,,,,127,Aflatoxins related postharvest technology,,groundnut,,A4NH_where we work (updated 2013),"A4NH_where we work (updated 2013)|Amanda Wyatt (IFPRI)|DG_CRP4_activity analysis.xlsx,DG_CRP4 geocoding.xlsx(DG)",Agriculture Associated Diseases(theme),0,
26,CRP4_26,Identifying International Public Goods in Food Safety ,2,2014-01-24,103,,2012-01-01,,2014-12-01,,,Laurian Unnevehr,,21,IFPRI,International NGO (21),,,,ILRI,,,"The study sites include Kenya, Nigeria, and various target countries. The project will identify the potential market incentives for reducing aflatoxins and how producers and consumers adapt locally produced standards. An RCT will be conducted to test some promising interventions.",,,1021156,,,2,CRP-4,CRP 4,CG-SLO-3,,CRP4-IDO-02,,,,127,Aflatoxins related postharvest technology,,"",,A4NH_where we work (updated 2013),"A4NH_where we work (updated 2013)|Amanda Wyatt (IFPRI)|DG_CRP4_activity analysis.xlsx,DG_CRP4 geocoding.xlsx(DG)",Agriculture Associated Diseases(theme),0,
58,CRP4_58,Ecohealth,2,2014-01-24,103,,2012-01-01,,2013-08-31,,8908,Jeff Gilbert|Purvi Mehta,,21,ILRI,International NGO (21),,,,CIAT,,,"",,,,,,2,CRP-4,CRP 4,CG-SLO-3,,CRP4-IDO-02,,,,,"",,"",,A4NH_where we work (updated 2013),"A4NH_where we work (updated 2013)|Amanda Wyatt (IFPRI)|DG_CRP4_activity analysis.xlsx,DG_CRP4 geocoding.xlsx(DG)",Agriculture Associated Diseases(theme),0,
59,CRP4_59,Food Safety/Aflatoxin,2,2014-01-24,103,,2013-08-01,,2013-12-31,,5078,Delia Grace,,21,ILRI,International NGO (21),,,,"",,,"",,,,,,2,CRP-4,CRP 4,CG-SLO-3,,CRP4-IDO-02,,,,127,Aflatoxins related postharvest technology,,"",,A4NH_where we work (updated 2013),"A4NH_where we work (updated 2013)|Amanda Wyatt (IFPRI)|DG_CRP4_activity analysis.xlsx,DG_CRP4 geocoding.xlsx(DG)",Agriculture Associated Diseases(theme),0,
